Order Date,Sales
25-08-2014,40.10
25-08-2014,4.72
25-08-2014,23.98
25-08-2014,130.46
02-03-2015,787.53
05-04-2015,157.79
12-06-2016,47.04
12-06-2016,30.84
12-06-2016,226.56
12-06-2016,115.02
12-06-2016,68.04
26-12-2014,600.56
20-09-2014,617.70
05-11-2017,2.39
05-11-2017,243.99
06-11-2016,81.42
06-11-2016,238.56
02-02-2017,59.97
02-02-2017,78.30
02-02-2017,21.46
13-10-2016,20.04
13-10-2016,35.44
13-10-2016,11.52
13-10-2016,4.02
13-10-2016,76.18
13-10-2016,65.88
13-10-2016,43.12
05-09-2016,82.80
18-09-2017,8.82
18-09-2017,10.86
18-09-2017,143.70
22-12-2017,839.43
07-09-2015,671.93
22-10-2014,93.89
05-12-2016,384.45
05-12-2016,149.97
05-12-2016,1951.84
05-12-2016,171.55
13-03-2016,157.92
13-03-2016,203.18
31-05-2015,58.38
31-05-2015,105.52
31-05-2015,80.88
28-05-2015,6.63
01-03-2014,457.57
20-11-2016,14.62
20-11-2016,944.93
11-05-2016,5.98
28-12-2015,54.38
16-11-2016,28.40
07-11-2016,27.68
08-09-2014,9.94
08-09-2014,8159.95
08-09-2014,275.93
08-09-2014,1740.06
08-09-2014,32.06
08-09-2014,177.98
08-09-2014,143.98
05-08-2014,20.94
05-08-2014,110.96
05-08-2014,340.14
14-09-2014,52.45
14-09-2014,20.16
21-04-2017,97.26
21-11-2015,396.80
21-11-2015,15.88
15-12-2015,3.28
05-12-2014,24.82
05-12-2014,408.74
19-11-2014,503.96
19-11-2014,149.95
19-11-2014,29.00
28-11-2016,7.16
26-08-2014,176.80
16-07-2016,37.22
16-07-2016,20.02
12-10-2015,899.14
12-10-2015,71.76
12-10-2015,51.84
12-10-2015,626.35
12-10-2015,19.90
31-10-2015,14.28
21-03-2014,7.41
21-03-2014,6.05
06-11-2017,46.26
06-07-2017,2.95
06-07-2017,16.06
24-06-2017,21.74
03-08-2014,218.75
03-08-2014,2.60
17-12-2017,66.28
03-06-2017,35.17
09-12-2017,444.77
01-12-2017,83.92
01-12-2017,131.98
01-12-2017,15.92
01-12-2017,52.29
01-12-2017,91.99
09-02-2015,20.80
02-01-2015,23.68
02-01-2015,452.45
02-01-2015,62.98
02-01-2015,1188.00
02-01-2015,89.58
28-10-2016,93.06
28-10-2016,302.38
24-12-2015,5.58
24-12-2015,22.70
24-12-2015,19.78
24-12-2015,72.70
24-12-2015,479.99
24-12-2015,27.17
09-08-2015,2.20
09-08-2015,622.45
09-08-2015,21.98
28-02-2015,161.57
28-02-2015,389.70
13-09-2014,18.65
07-04-2017,233.86
07-04-2017,620.61
07-04-2017,5.33
07-04-2017,258.07
07-04-2017,617.98
12-11-2017,10.56
04-06-2016,25.92
04-06-2016,419.68
04-06-2016,11.69
04-06-2016,31.98
04-06-2016,177.23
04-06-2016,4.04
04-06-2016,7.41
01-06-2014,2001.86
01-06-2014,166.72
01-06-2014,47.88
01-06-2014,1503.25
01-06-2014,25.92
10-12-2016,321.57
11-09-2016,7.61
11-09-2016,3347.37
10-12-2016,80.58
10-12-2016,361.92
28-11-2015,12.13
28-11-2015,82.37
28-11-2015,53.92
28-11-2015,647.90
01-12-2017,20.37
01-12-2017,221.55
01-12-2017,17.52
08-06-2017,1.62
19-09-2014,3059.98
19-09-2014,2519.96
06-06-2016,328.22
10-11-2015,79.90
16-06-2017,14.02
22-01-2016,7.56
09-12-2017,37.21
09-12-2017,57.58
28-12-2017,725.84
30-07-2015,209.93
30-07-2015,5.28
30-07-2015,10.92
16-09-2017,8.82
16-09-2017,5.98
13-10-2017,11.65
13-10-2017,18.18
13-10-2017,59.71
13-10-2017,24.84
26-09-2015,2.08
26-09-2015,1114.40
02-11-2015,1038.84
26-09-2015,141.76
26-09-2015,239.80
26-09-2015,31.10
18-12-2016,254.06
18-12-2016,194.53
18-12-2016,961.48
20-11-2016,19.10
20-11-2016,18.50
20-11-2016,255.98
20-11-2016,86.97
26-12-2014,300.42
26-12-2014,230.35
26-12-2014,218.35
26-12-2014,78.60
26-12-2014,27.55
28-10-2016,32.40
28-10-2016,1082.48
28-10-2016,56.91
28-10-2016,77.60
28-10-2016,14.28
19-11-2017,219.08
04-05-2015,26.80
30-12-2014,9.84
01-06-2014,45.48
01-06-2014,289.20
15-04-2017,4.89
12-09-2016,15.14
12-09-2016,466.77
12-09-2016,15.23
12-09-2016,6.26
27-09-2014,87.54
09-08-2014,178.38
09-08-2014,15.55
28-12-2014,99.14
04-11-2014,135.88
04-11-2014,3991.98
04-11-2014,275.94
04-11-2014,360.00
04-11-2014,43.57
19-09-2014,7.16
23-04-2016,251.52
23-04-2016,99.99
03-11-2017,15.99
30-08-2016,290.90
30-08-2016,54.22
30-08-2016,786.74
30-08-2016,100.24
30-08-2016,37.76
25-04-2016,82.80
25-04-2016,20.72
25-04-2016,4.90
01-09-2015,4.75
01-09-2015,959.98
01-09-2015,14.37
12-07-2014,7.71
12-07-2014,698.35
22-06-2015,4.96
13-04-2014,17.86
13-04-2014,509.97
13-04-2014,30.99
13-04-2014,71.93
20-12-2015,88.80
15-06-2017,47.98
08-07-2017,7.56
08-07-2017,24.56
08-07-2017,12.96
01-09-2016,6.79
01-09-2016,24.56
01-09-2016,3.05
01-09-2016,49.12
01-09-2016,4355.17
08-04-2016,388.70
08-04-2016,8.26
08-04-2016,17.04
08-04-2016,34.40
23-04-2016,36.24
08-03-2017,647.84
08-03-2017,20.70
25-09-2017,20.70
25-09-2017,488.65
25-09-2017,5.56
25-09-2017,47.12
24-09-2014,211.96
21-10-2016,23.20
21-10-2016,7.36
21-10-2016,104.79
21-10-2016,1043.92
29-05-2017,25.92
29-05-2017,53.42
23-07-2014,8.16
23-07-2014,1023.94
23-07-2014,9.24
23-07-2014,479.04
28-09-2016,99.14
27-08-2017,1488.42
28-04-2015,8.65
28-04-2015,23.83
28-04-2015,12.18
28-10-2016,50.96
28-10-2016,49.54
26-06-2015,41.90
27-11-2015,375.46
27-11-2015,83.98
03-12-2015,482.34
03-12-2015,2.96
24-11-2014,2.62
11-12-2017,23.36
11-12-2017,39.98
21-09-2014,246.38
21-09-2014,1799.97
07-06-2014,12.46
30-06-2017,75.79
17-10-2017,49.96
17-10-2017,12.96
31-10-2015,70.12
08-09-2016,35.95
08-09-2016,2396.27
08-09-2016,131.14
08-09-2016,57.58
24-12-2014,9.57
16-04-2014,39.07
24-12-2017,35.91
08-12-2017,179.95
08-12-2017,1199.98
08-12-2017,27.15
08-12-2017,1004.02
08-12-2017,9.68
08-12-2017,28.35
08-12-2017,55.98
08-12-2017,1336.83
08-12-2017,113.57
03-11-2017,139.86
03-11-2017,307.14
24-06-2017,95.92
14-04-2016,383.80
06-11-2017,5.78
04-03-2017,9.32
04-03-2017,15.25
22-06-2014,196.75
19-10-2017,56.56
19-10-2017,32.70
21-08-2017,866.40
23-11-2017,28.40
23-11-2017,287.92
12-09-2014,69.99
01-10-2017,6.67
15-04-2016,189.59
15-04-2016,408.74
15-04-2016,291.96
15-04-2016,4.77
06-06-2016,714.30
19-12-2014,4.81
19-12-2014,247.80
12-06-2016,1007.98
12-06-2016,313.49
15-09-2017,31.87
20-01-2017,207.85
05-09-2016,12.22
05-09-2016,194.94
05-09-2016,70.95
05-09-2016,91.36
05-09-2016,242.94
05-09-2016,22.05
20-03-2017,2.91
01-04-2016,59.52
01-04-2016,161.94
01-04-2016,263.88
01-04-2016,30.48
01-04-2016,9.84
01-04-2016,35.12
20-10-2017,284.36
20-10-2017,665.41
13-12-2016,63.88
12-02-2014,129.57
26-09-2016,747.56
26-09-2016,8.93
15-12-2015,103.92
15-12-2015,899.91
15-12-2015,51.31
22-04-2016,23.56
22-04-2016,1272.63
22-04-2016,28.49
22-04-2016,185.38
22-04-2016,78.27
17-01-2015,254.74
31-03-2017,205.33
16-12-2016,4.79
20-12-2015,55.48
09-11-2014,340.92
09-11-2014,222.67
09-11-2014,703.97
09-11-2014,92.52
09-11-2014,62.65
09-11-2014,94.85
12-07-2016,95.76
27-10-2016,40.20
26-06-2016,14.70
26-06-2016,704.25
06-10-2014,9.09
22-07-2014,5.96
22-07-2014,159.98
10-06-2017,29.60
10-06-2017,514.17
10-06-2017,279.96
29-10-2014,2735.95
09-06-2014,7.99
09-06-2014,63.98
09-06-2014,70.37
14-09-2014,449.15
14-09-2014,11.07
09-05-2016,93.98
18-03-2016,189.88
27-12-2015,105.42
25-07-2016,119.62
25-07-2016,255.76
25-07-2016,241.57
25-07-2016,69.30
30-05-2016,22.62
30-05-2016,14.95
30-05-2016,801.57
30-05-2016,2.38
30-05-2016,32.79
12-11-2017,15.92
16-03-2015,2.74
16-03-2015,8.34
16-03-2015,46.74
16-03-2015,6354.95
26-11-2017,126.30
26-11-2017,38.04
20-10-2016,7.15
21-12-2017,6.63
21-12-2017,5.88
22-01-2017,2999.95
22-01-2017,51.45
22-01-2017,11.96
22-01-2017,1126.02
22-03-2015,18.39
22-03-2015,129.57
22-03-2015,14.11
23-01-2017,210.98
21-05-2016,55.18
21-05-2016,66.26
26-12-2015,22.20
21-10-2017,683.95
21-10-2017,45.70
03-09-2015,36.34
03-09-2015,666.25
03-09-2015,52.51
07-11-2015,190.72
07-09-2017,47.94
29-05-2016,979.95
29-05-2016,22.75
10-07-2016,16.77
03-09-2017,42.62
03-12-2015,10.75
07-12-2015,152.94
07-12-2015,283.92
01-02-2014,468.90
14-07-2016,380.86
18-12-2015,646.78
11-05-2014,58.11
11-05-2014,100.79
11-05-2014,66.11
19-11-2017,41.28
19-11-2017,13.36
15-11-2015,250.27
15-11-2015,11.36
15-11-2015,8.72
15-04-2016,1121.57
11-09-2017,34.50
24-11-2017,10.82
29-06-2017,1295.78
03-03-2014,19.46
10-06-2016,20.70
10-06-2016,1335.68
10-06-2016,32.40
20-11-2017,42.60
20-11-2017,84.06
14-09-2014,13.00
14-09-2014,13.13
07-12-2015,3.96
07-12-2015,2.61
07-12-2017,374.38
01-10-2017,91.84
01-10-2017,81.09
01-10-2017,19.44
01-10-2017,451.15
28-12-2017,72.45
28-12-2017,13.96
28-12-2017,33.26
28-12-2017,14.85
03-11-2016,8.82
18-09-2015,160.72
18-09-2015,19.92
18-09-2015,7.30
20-07-2017,69.71
20-07-2017,8.79
10-09-2015,51.52
01-12-2017,470.38
01-12-2017,105.58
01-12-2017,31.15
01-12-2017,6.78
01-12-2017,406.37
03-07-2015,70.98
03-07-2015,294.93
20-03-2016,84.78
20-03-2016,20.74
20-03-2016,16.82
20-03-2016,10.37
09-01-2014,9.34
09-01-2014,31.20
08-08-2014,76.12
08-08-2014,1199.98
08-08-2014,445.96
08-08-2014,327.76
14-07-2016,11.63
16-07-2016,143.98
16-07-2016,494.38
16-07-2016,5.84
15-03-2014,142.78
15-03-2014,45.70
15-03-2014,7.22
15-03-2014,43.19
15-03-2014,131.90
23-05-2014,3.28
23-05-2014,21.17
23-05-2014,55.19
28-04-2016,369.58
28-04-2016,15.71
11-09-2016,8.45
11-09-2016,728.95
14-11-2017,119.94
14-11-2017,3.65
18-08-2017,40.48
18-08-2017,9.94
18-08-2017,107.42
18-08-2017,37.91
18-08-2017,88.02
26-12-2014,8.69
29-11-2015,301.96
29-11-2015,555.21
29-11-2015,523.48
29-11-2015,161.82
15-09-2017,35.56
19-05-2017,97.16
17-12-2017,15.24
17-12-2017,13.23
11-12-2016,243.38
11-12-2016,119.80
11-12-2016,300.77
24-09-2017,17.88
24-09-2017,235.94
04-10-2015,392.94
15-08-2016,18.88
15-08-2016,122.33
20-05-2016,1049.20
20-05-2016,15.42
18-12-2016,18.84
30-07-2017,330.40
30-07-2017,26.25
10-06-2017,132.52
21-07-2017,6.48
30-12-2017,209.30
01-04-2016,31.56
01-04-2016,30.14
11-12-2016,14.80
11-12-2016,302.38
11-12-2016,316.00
23-10-2016,379.40
19-06-2017,97.82
19-06-2017,103.12
22-08-2016,113.55
22-08-2016,3.32
22-08-2016,134.29
19-09-2016,701.37
19-09-2016,2.31
24-08-2015,999.43
24-08-2015,724.08
24-08-2015,918.79
24-08-2015,2.72
26-03-2016,459.95
04-11-2016,10.74
08-06-2017,23.76
08-06-2017,85.06
08-06-2017,381.58
24-12-2014,30.36
09-06-2017,23.98
09-06-2017,108.93
09-06-2017,36.35
15-06-2017,19.56
05-12-2017,61.44
05-12-2017,38.90
05-12-2017,99.39
18-03-2017,2.69
18-03-2017,27.82
18-03-2017,82.52
18-03-2017,182.99
19-11-2016,14.35
19-11-2016,64.96
19-11-2016,68.60
04-11-2017,7999.98
04-11-2017,167.44
05-07-2014,479.97
05-07-2014,14.62
05-07-2014,19.44
25-12-2017,191.98
21-06-2014,104.01
21-06-2014,284.82
21-06-2014,36.84
28-03-2015,166.24
28-03-2015,33.40
14-05-2015,198.27
14-05-2015,47.36
14-05-2015,200.98
14-05-2015,97.70
14-05-2015,2.70
14-05-2015,18.59
14-05-2015,4.90
02-09-2017,15.07
04-11-2016,209.88
09-04-2015,369.91
12-09-2014,10.37
12-09-2014,166.84
12-09-2014,15.22
02-12-2014,119.96
02-12-2014,883.92
02-12-2014,46.72
05-04-2014,55.48
03-09-2017,24.45
19-05-2017,281.34
19-05-2017,307.98
19-05-2017,299.97
01-07-2014,19.92
11-01-2014,9.94
24-09-2017,103.06
02-06-2014,59.81
02-06-2014,73.32
13-02-2016,146.82
15-12-2016,1652.94
15-12-2016,296.37
07-10-2014,129.92
07-07-2016,45.58
16-09-2017,17.57
16-09-2017,55.99
03-12-2016,182.72
03-12-2016,400.03
03-12-2016,33.63
03-12-2016,542.65
03-12-2016,6.30
21-01-2017,242.94
21-01-2017,179.97
21-01-2017,99.70
21-01-2017,27.94
21-01-2017,84.98
21-01-2017,18.72
08-09-2014,49.98
04-01-2014,11.78
04-01-2014,272.74
04-01-2014,3.54
27-08-2016,51.52
27-08-2016,3.53
27-08-2016,4.62
27-08-2016,55.17
27-05-2014,567.12
27-05-2014,359.32
20-03-2016,11.99
02-10-2017,58.05
02-10-2017,157.74
02-10-2017,56.98
02-10-2017,2.88
07-04-2016,1199.98
07-12-2015,79.92
18-09-2016,383.44
29-12-2014,24.56
29-12-2014,119.80
23-07-2017,13.13
18-09-2017,22.72
31-08-2015,58.32
03-11-2017,12.39
08-02-2015,107.98
13-01-2014,11.36
13-01-2014,50.94
13-01-2014,646.74
13-01-2014,5.64
13-01-2014,572.58
14-05-2014,310.88
19-05-2016,641.96
30-01-2017,18.28
30-01-2017,207.00
30-01-2017,32.35
30-01-2017,7.71
30-01-2017,40.30
30-01-2017,34.58
29-06-2014,32.76
21-08-2015,544.01
21-08-2015,59.94
21-08-2015,23.92
21-08-2015,4.28
03-10-2015,32.07
03-10-2015,24.00
03-10-2015,35.49
03-10-2015,47.98
23-05-2015,186.69
17-03-2017,17.46
12-12-2015,348.93
26-06-2015,143.96
26-06-2015,15.42
26-06-2015,43.04
26-06-2015,332.94
20-05-2016,1363.96
20-09-2014,9.96
20-09-2014,21.72
21-09-2017,20.16
24-12-2015,132.79
24-12-2015,12.96
24-12-2015,21.56
27-11-2015,283.92
20-02-2017,22.23
20-02-2017,215.97
18-08-2016,355.32
12-03-2016,12.96
22-04-2017,18.28
01-11-2014,43.18
01-11-2014,1983.97
03-02-2015,28.40
03-02-2015,149.97
13-10-2014,11.52
13-10-2014,1298.55
13-10-2014,213.92
13-10-2014,25.78
14-05-2017,18.28
14-05-2017,1399.93
20-03-2015,51.84
15-09-2016,5.34
28-06-2014,41.47
28-06-2014,3.17
28-06-2014,1228.47
28-06-2014,31.09
28-06-2014,335.52
20-06-2017,239.97
20-06-2017,9.82
09-05-2014,67.80
09-05-2014,167.97
21-08-2017,35.00
21-08-2017,37.24
21-08-2017,15.28
16-06-2017,301.96
16-06-2017,180.66
16-06-2017,191.98
16-06-2017,65.99
23-07-2016,35.22
23-07-2016,23.70
23-07-2016,265.48
08-09-2014,51.18
04-11-2017,9.66
07-03-2016,21.07
20-11-2015,60.45
20-11-2015,11.52
20-11-2015,186.05
07-11-2016,37.44
07-11-2016,26.98
07-11-2016,11.36
07-11-2016,14.62
13-10-2015,83.72
13-10-2015,287.94
01-01-2017,48.90
07-02-2014,115.36
20-06-2016,5.16
20-06-2016,38.88
28-05-2016,185.88
19-02-2016,44.46
19-02-2016,242.94
03-08-2014,39.96
03-08-2014,102.30
03-08-2014,21.36
10-04-2017,7.61
10-04-2017,7.16
09-06-2014,7.36
09-06-2014,23.10
05-01-2016,191.47
05-01-2016,5.25
05-01-2016,59.18
10-01-2014,2.89
10-01-2014,51.94
29-09-2016,15.94
06-04-2014,44.91
03-09-2016,1141.47
03-09-2016,280.78
19-10-2015,34.44
10-12-2014,11.36
10-12-2014,106.34
25-08-2017,192.16
17-01-2016,322.59
17-01-2016,29.99
17-01-2016,371.97
17-09-2014,5.89
30-11-2017,68.47
30-11-2017,1242.90
09-10-2015,30.84
23-12-2017,13.48
22-10-2016,31.40
29-04-2014,17.46
25-04-2015,13.94
26-06-2017,83.76
14-10-2017,37.66
09-12-2014,34.68
20-06-2017,149.95
20-06-2017,51.31
26-06-2017,4.54
26-06-2017,15.92
26-06-2017,543.92
10-11-2016,155.82
10-11-2016,70.01
03-10-2016,15.65
09-09-2014,103.60
29-10-2017,46.96
10-04-2016,8.90
11-11-2017,10.44
11-11-2017,18.34
15-09-2017,323.98
08-04-2016,20.04
08-04-2016,64.96
08-04-2016,12.96
30-12-2017,323.14
30-12-2017,90.93
30-12-2017,52.78
02-09-2017,1199.80
02-09-2017,1928.78
02-09-2017,352.38
31-05-2015,22.20
27-11-2017,46.94
27-11-2017,143.73
15-06-2014,99.92
15-06-2014,797.94
15-06-2014,8.57
05-03-2016,149.35
05-03-2016,12.99
05-12-2014,24.56
11-04-2015,85.14
11-04-2015,21.99
11-04-2015,406.60
15-09-2016,841.57
13-09-2014,15.55
13-09-2014,252.00
05-10-2015,46.20
05-10-2015,28.84
14-04-2017,14.59
14-04-2017,89.86
14-04-2017,13.87
02-09-2017,12.19
20-06-2016,45.06
20-06-2016,29.72
20-06-2016,15.55
20-06-2016,447.70
05-11-2017,159.99
13-12-2015,12.96
13-12-2015,134.48
19-06-2016,17.12
13-12-2016,6.10
13-12-2016,1114.27
29-05-2015,32.40
29-05-2015,540.57
29-05-2015,167.76
26-07-2015,393.17
28-11-2017,516.49
28-11-2017,1007.23
28-11-2017,2065.32
28-11-2017,15.55
28-11-2017,25.34
03-04-2017,25.47
28-12-2017,27.17
28-12-2017,78.85
30-11-2017,173.80
15-05-2017,29.59
15-05-2017,4.75
15-05-2017,15.55
22-09-2015,204.60
14-11-2017,321.57
27-11-2015,6.24
01-09-2016,21.88
22-09-2014,4.61
09-04-2017,9.82
09-04-2017,35.97
09-04-2017,12.96
09-04-2017,191.60
09-04-2017,8.64
09-04-2017,501.81
16-01-2014,127.10
16-01-2014,124.20
16-01-2014,18.59
16-01-2014,30.07
05-10-2017,160.93
05-10-2017,75.79
09-07-2017,1.08
07-01-2017,3059.98
30-05-2016,3.28
09-12-2015,34.02
03-10-2016,599.29
11-11-2014,3.39
11-11-2014,559.98
11-11-2014,603.92
29-09-2017,7.97
29-09-2017,27.97
29-09-2017,336.51
10-03-2015,1.11
21-05-2017,520.05
21-05-2017,17.97
29-03-2015,1166.92
09-09-2016,14.62
26-08-2016,10.23
26-08-2016,154.90
21-05-2014,2715.93
21-05-2014,617.97
28-10-2015,10.67
28-10-2015,36.63
28-10-2015,24.10
28-10-2015,33.11
13-11-2016,44.02
31-07-2015,2309.65
31-07-2015,1090.78
31-07-2015,19.44
27-08-2015,484.65
13-11-2015,115.30
06-11-2015,7.08
06-11-2015,4.40
26-12-2017,44.75
01-08-2017,95.98
24-11-2014,151.72
17-06-2017,155.25
17-06-2017,14.03
21-12-2015,1618.37
21-12-2015,99.60
17-09-2015,32.40
06-07-2015,13.96
06-07-2015,155.82
06-07-2015,124.95
06-07-2015,601.65
27-04-2015,22.74
27-04-2015,1267.53
27-04-2015,1379.92
16-06-2015,6.21
17-12-2017,11.81
11-01-2016,15.55
11-01-2016,63.31
11-01-2016,15.59
11-07-2014,177.20
11-07-2014,197.97
11-07-2014,854.94
11-07-2014,124.11
11-07-2014,14.40
20-11-2016,15.70
20-11-2016,2.63
20-11-2016,14.43
22-04-2016,86.62
13-06-2015,36.62
20-11-2017,23.97
20-11-2017,28.73
20-03-2016,697.16
06-09-2016,31.86
06-09-2016,722.35
09-07-2017,8.84
09-07-2017,58.46
12-10-2017,254.60
08-03-2016,1363.96
08-03-2016,102.36
27-05-2014,1113.50
27-05-2014,99.99
03-07-2015,168.46
03-07-2015,6.72
03-07-2015,282.89
04-04-2015,11.16
04-04-2015,108.40
04-04-2015,82.34
04-04-2015,9.09
10-12-2017,19.94
10-12-2017,65.57
24-11-2016,4.42
23-03-2015,107.77
16-04-2015,45.22
16-04-2015,10.42
16-04-2015,7.87
16-04-2015,118.78
16-04-2015,1.45
16-04-2015,55.47
01-10-2016,194.85
28-09-2017,1.74
25-07-2015,25.18
20-11-2015,19.46
28-04-2016,29.47
14-11-2017,8.64
12-11-2016,6.27
12-11-2016,4.37
12-11-2016,31.98
29-09-2016,40.88
23-09-2017,119.96
23-09-2017,31.44
23-09-2017,6.88
29-11-2015,19.92
29-11-2015,1106.91
01-03-2016,836.59
01-03-2016,26.38
01-03-2016,362.92
01-03-2016,4899.93
12-08-2016,6.48
15-08-2016,71.98
15-08-2016,3.15
04-06-2017,31.98
04-06-2017,71.98
06-12-2015,120.15
06-12-2015,219.18
27-12-2015,28.90
27-12-2015,355.96
21-01-2017,348.21
21-01-2017,35.78
25-06-2014,447.84
14-06-2016,7.04
14-06-2016,8.73
14-06-2016,29.29
14-06-2016,8.64
21-04-2017,2.69
21-04-2017,2.93
21-10-2016,22.92
19-11-2016,100.70
19-11-2016,2.33
19-11-2016,10.78
19-11-2016,58.37
19-11-2016,40.97
19-11-2016,71.96
19-11-2016,10.37
19-11-2016,1.19
18-12-2017,46.67
18-12-2017,119.83
18-12-2017,119.98
22-07-2016,6.30
04-09-2015,279.90
04-09-2015,619.95
04-09-2015,4.36
04-09-2015,15.28
20-01-2014,699.93
20-01-2014,22.96
20-01-2014,38.60
20-01-2014,6.63
20-01-2014,23.34
20-01-2014,1067.94
02-03-2015,10.16
02-03-2015,101.88
12-04-2016,343.92
12-04-2016,40.99
12-04-2016,63.90
06-12-2016,19.44
05-06-2016,124.61
05-06-2016,7.56
11-12-2016,85.22
12-11-2016,287.52
12-11-2016,37.68
12-11-2016,19.98
12-11-2016,20.58
12-11-2016,17.38
29-09-2014,204.60
29-09-2014,8.72
29-09-2014,6.48
29-09-2014,686.32
29-09-2014,62.18
04-04-2015,644.08
04-04-2015,5.84
04-04-2015,12.76
04-04-2015,10.95
04-04-2015,599.98
08-05-2015,8.35
31-12-2016,3.64
31-12-2016,159.77
20-12-2014,122.48
20-12-2014,2244.48
20-12-2014,62.31
20-12-2014,455.10
02-07-2016,195.18
29-06-2017,362.94
29-06-2017,11.54
01-09-2014,53.94
03-03-2014,9.99
03-03-2014,125.76
03-03-2014,25.32
04-05-2014,46.80
02-11-2015,447.93
08-12-2017,109.48
08-12-2017,272.94
08-12-2017,19.44
08-12-2017,31.92
10-03-2014,22.38
21-04-2014,16.52
22-10-2015,5.18
22-08-2015,50.11
29-08-2016,27.93
27-12-2014,11.56
01-12-2016,172.50
01-12-2016,179.97
24-04-2016,258.70
21-06-2014,1322.93
21-06-2014,3.76
14-01-2017,21.74
14-01-2017,7.92
24-11-2014,12.10
24-11-2014,485.88
24-11-2014,25.92
24-11-2014,197.58
26-02-2017,81.92
26-02-2017,889.54
26-02-2017,892.22
26-02-2017,223.92
26-02-2017,23.12
15-09-2015,15.55
15-09-2015,15.71
15-09-2015,24.67
15-09-2015,55.97
08-04-2016,431.93
08-04-2016,95.98
08-04-2016,1088.79
18-07-2016,544.01
18-07-2016,1.87
18-07-2016,854.35
18-07-2016,593.57
18-07-2016,338.04
01-08-2017,271.96
14-07-2016,11.21
14-07-2016,9.14
14-07-2016,14.07
14-07-2016,41.86
14-07-2016,8.54
14-07-2016,579.14
09-09-2017,141.37
09-09-2017,3.04
09-09-2017,4.50
09-09-2017,4.67
09-09-2017,95.88
09-09-2017,17.02
09-09-2017,258.70
09-09-2017,1931.96
12-07-2014,249.75
12-07-2014,255.94
04-12-2016,113.79
04-12-2016,78.15
04-12-2016,1.73
04-12-2016,40.56
04-12-2016,182.94
04-12-2016,193.86
06-11-2017,15.28
06-11-2017,8.73
06-11-2017,5.68
31-10-2015,2.78
31-10-2015,79.96
30-05-2016,839.99
28-10-2016,47.95
28-10-2016,37.43
28-10-2016,63.97
28-10-2016,165.05
11-08-2014,12.35
11-08-2014,40.97
11-08-2014,22.96
29-08-2016,22.00
15-02-2016,398.35
15-02-2016,8.72
14-05-2017,48.69
12-12-2014,764.69
12-12-2014,3610.85
12-12-2014,254.97
18-12-2017,38.82
18-12-2017,1141.94
18-12-2017,1704.56
18-12-2017,3.20
04-07-2015,1099.96
10-03-2017,5.25
10-03-2017,35.91
10-03-2017,6.70
10-03-2017,43.87
24-12-2016,27.88
24-12-2016,540.05
24-12-2016,255.68
23-10-2017,863.88
28-10-2016,17.62
07-07-2017,17.47
01-10-2016,69.90
